70035 silly lifecycle ordered-ast-traverse@1.1.1~preinstall: no script for preinstall, continuing
71836 silly build mime@1.2.11
71837 info linkStuff mime@1.2.11
71838 silly linkStuff mime@1.2.11 has /Users/Yann/Projects/angular-gettext/node_modules/form-data/node_modules as its parent node_modules
71839 verbose linkBins mime@1.2.11
71840 verbose linkMans mime@1.2.11
71841 silly build form-data@0.0.10
71842 info linkStuff form-data@0.0.10
71843 silly linkStuff form-data@0.0.10 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71844 verbose linkBins form-data@0.0.10
71845 verbose linkMans form-data@0.0.10
71846 silly build fresh@0.3.0
71847 info linkStuff fresh@0.3.0
71848 silly linkStuff fresh@0.3.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71849 verbose linkBins fresh@0.3.0
71850 verbose linkMans fresh@0.3.0
71851 silly build graceful-fs@4.1.9
71852 info linkStuff graceful-fs@4.1.9
71853 silly linkStuff graceful-fs@4.1.9 has /Users/Yann/Projects/angular-gettext/node_modules/fs-extra/node_modules as its parent node_modules
71854 verbose linkBins graceful-fs@4.1.9
71855 verbose linkMans graceful-fs@4.1.9
71856 silly build fs.realpath@1.0.0
71857 info linkStuff fs.realpath@1.0.0
71858 silly linkStuff fs.realpath@1.0.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71859 verbose linkBins fs.realpath@1.0.0
71860 verbose linkMans fs.realpath@1.0.0
71861 silly build generate-function@2.0.0
71862 info linkStuff generate-function@2.0.0
71863 silly linkStuff generate-function@2.0.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71864 verbose linkBins generate-function@2.0.0
71865 verbose linkMans generate-function@2.0.0
71866 silly build get-stdin@4.0.1
71867 info linkStuff get-stdin@4.0.1
71868 silly linkStuff get-stdin@4.0.1 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71869 verbose linkBins get-stdin@4.0.1
71870 verbose linkMans get-stdin@4.0.1
71871 silly build getobject@0.1.0
71872 info linkStuff getobject@0.1.0
71873 silly linkStuff getobject@0.1.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71874 verbose linkBins getobject@0.1.0
71875 verbose linkMans getobject@0.1.0
71876 silly build assert-plus@1.0.0
71877 info linkStuff assert-plus@1.0.0
71878 silly linkStuff assert-plus@1.0.0 has /Users/Yann/Projects/angular-gettext/node_modules/getpass/node_modules as its parent node_modules
71879 verbose linkBins assert-plus@1.0.0
71880 verbose linkMans assert-plus@1.0.0
71881 silly build getpass@0.1.6
71882 info linkStuff getpass@0.1.6
71883 silly linkStuff getpass@0.1.6 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71884 verbose linkBins getpass@0.1.6
71885 verbose linkMans getpass@0.1.6
71886 silly build lodash@4.9.0
71887 info linkStuff lodash@4.9.0
71888 silly linkStuff lodash@4.9.0 has /Users/Yann/Projects/angular-gettext/node_modules/globule/node_modules as its parent node_modules
71889 verbose linkBins lodash@4.9.0
71890 verbose linkMans lodash@4.9.0
71891 silly build minimatch@3.0.3
71892 info linkStuff minimatch@3.0.3
71893 silly linkStuff minimatch@3.0.3 has /Users/Yann/Projects/angular-gettext/node_modules/globule/node_modules as its parent node_modules
71894 verbose linkBins minimatch@3.0.3
71895 verbose linkMans minimatch@3.0.3
71896 silly build graceful-fs@2.0.3
71897 info linkStuff graceful-fs@2.0.3
71898 silly linkStuff graceful-fs@2.0.3 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71899 verbose linkBins graceful-fs@2.0.3
71900 verbose linkMans graceful-fs@2.0.3
71901 silly build graceful-readlink@1.0.1
71902 info linkStuff graceful-readlink@1.0.1
71903 silly linkStuff graceful-readlink@1.0.1 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71904 verbose linkBins graceful-readlink@1.0.1
71905 verbose linkMans graceful-readlink@1.0.1
71906 silly build commander@2.9.0
71907 info linkStuff commander@2.9.0
71908 silly linkStuff commander@2.9.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71909 verbose linkBins commander@2.9.0
71910 verbose linkMans commander@2.9.0
71911 silly build growl@1.9.2
71912 info linkStuff growl@1.9.2
71913 silly linkStuff growl@1.9.2 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71914 verbose linkBins growl@1.9.2
71915 verbose linkMans growl@1.9.2
71916 silly build semver@5.3.0
71917 info linkStuff semver@5.3.0
71918 silly linkStuff semver@5.3.0 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-bump/node_modules as its parent node_modules
71919 verbose linkBins semver@5.3.0
71920 verbose link bins [ { semver: './bin/semver' },
71920 verbose link bins   '/Users/Yann/Projects/angular-gettext/node_modules/grunt-bump/node_modules/.bin',
71920 verbose link bins   false ]
71921 verbose linkMans semver@5.3.0
71922 silly gentlyRm /Users/Yann/Projects/angular-gettext/node_modules/grunt-bump/node_modules/.bin/semver is being purged
71923 verbose gentlyRm don't care about contents; nuking /Users/Yann/Projects/angular-gettext/node_modules/grunt-bump/node_modules/.bin/semver
71924 silly build grunt-bump@0.8.0
71925 info linkStuff grunt-bump@0.8.0
71926 silly linkStuff grunt-bump@0.8.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71927 verbose linkBins grunt-bump@0.8.0
71928 verbose linkMans grunt-bump@0.8.0
71929 silly build async@1.5.2
71930 info linkStuff async@1.5.2
71931 silly linkStuff async@1.5.2 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-contrib-clean/node_modules as its parent node_modules
71932 verbose linkBins async@1.5.2
71933 verbose linkMans async@1.5.2
71934 silly build async@1.5.2
71935 info linkStuff async@1.5.2
71936 silly linkStuff async@1.5.2 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-contrib-connect/node_modules as its parent node_modules
71937 verbose linkBins async@1.5.2
71938 verbose linkMans async@1.5.2
71939 silly build async@1.5.2
71940 info linkStuff async@1.5.2
71941 silly linkStuff async@1.5.2 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-contrib-watch/node_modules as its parent node_modules
71942 verbose linkBins async@1.5.2
71943 verbose linkMans async@1.5.2
71944 silly build lodash@3.10.1
71945 info linkStuff lodash@3.10.1
71946 silly linkStuff lodash@3.10.1 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-contrib-watch/node_modules as its parent node_modules
71947 verbose linkBins lodash@3.10.1
71948 verbose linkMans lodash@3.10.1
71949 silly build lodash@4.6.1
71950 info linkStuff lodash@4.6.1
71951 silly linkStuff lodash@4.6.1 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-jscs/node_modules as its parent node_modules
71952 verbose linkBins lodash@4.6.1
71953 verbose linkMans lodash@4.6.1
71954 silly build lodash@3.10.1
71955 info linkStuff lodash@3.10.1
71956 silly linkStuff lodash@3.10.1 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-karma/node_modules as its parent node_modules
71957 verbose linkBins lodash@3.10.1
71958 verbose linkMans lodash@3.10.1
71959 silly build grunt-karma@2.0.0
71960 info linkStuff grunt-karma@2.0.0
71961 silly linkStuff grunt-karma@2.0.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71962 verbose linkBins grunt-karma@2.0.0
71963 verbose linkMans grunt-karma@2.0.0
71964 silly build grunt-known-options@1.1.0
71965 info linkStuff grunt-known-options@1.1.0
71966 silly linkStuff grunt-known-options@1.1.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
71967 verbose linkBins grunt-known-options@1.1.0
71968 verbose linkMans grunt-known-options@1.1.0
71969 silly build lodash@4.3.0
71970 info linkStuff lodash@4.3.0
71971 silly linkStuff lodash@4.3.0 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-legacy-log-utils/node_modules as its parent node_modules
71972 verbose linkBins lodash@4.3.0
71973 verbose linkMans lodash@4.3.0
71974 silly build colors@1.1.2
71975 info linkStuff colors@1.1.2
71976 silly linkStuff colors@1.1.2 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-legacy-log/node_modules as its parent node_modules
71977 verbose linkBins colors@1.1.2
71978 verbose linkMans colors@1.1.2
71979 silly build lodash@3.10.1
71980 info linkStuff lodash@3.10.1
71981 silly linkStuff lodash@3.10.1 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-legacy-log/node_modules as its parent node_modules
71982 verbose linkBins lodash@3.10.1
71983 verbose linkMans lodash@3.10.1
71984 silly build underscore.string@3.2.3
71985 info linkStuff underscore.string@3.2.3
71986 silly linkStuff underscore.string@3.2.3 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-legacy-log/node_modules as its parent node_modules
71987 verbose linkBins underscore.string@3.2.3
71988 verbose linkMans underscore.string@3.2.3
71989 silly build async@1.5.2
71990 info linkStuff async@1.5.2
71991 silly linkStuff async@1.5.2 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-legacy-util/node_modules as its parent node_modules
71992 verbose linkBins async@1.5.2
71993 verbose linkMans async@1.5.2
71994 silly build lodash@4.3.0
71995 info linkStuff lodash@4.3.0
71996 silly linkStuff lodash@4.3.0 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-legacy-util/node_modules as its parent node_modules
71997 verbose linkBins lodash@4.3.0
71998 verbose linkMans lodash@4.3.0
71999 silly build underscore.string@3.2.3
72000 info linkStuff underscore.string@3.2.3
72001 silly linkStuff underscore.string@3.2.3 has /Users/Yann/Projects/angular-gettext/node_modules/grunt-legacy-util/node_modules as its parent node_modules
72002 verbose linkBins underscore.string@3.2.3
72003 verbose linkMans underscore.string@3.2.3
72004 silly build minimatch@3.0.3
72005 info linkStuff minimatch@3.0.3
72006 silly linkStuff minimatch@3.0.3 has /Users/Yann/Projects/angular-gettext/node_modules/grunt/node_modules as its parent node_modules
72007 verbose linkBins minimatch@3.0.3
72008 verbose linkMans minimatch@3.0.3
72009 silly build rimraf@2.2.8
72010 info linkStuff rimraf@2.2.8
72011 silly linkStuff rimraf@2.2.8 has /Users/Yann/Projects/angular-gettext/node_modules/grunt/node_modules as its parent node_modules
72012 verbose linkBins rimraf@2.2.8
72013 verbose link bins [ { rimraf: './bin.js' },
72013 verbose link bins   '/Users/Yann/Projects/angular-gettext/node_modules/grunt/node_modules/.bin',
72013 verbose link bins   false ]
72014 verbose linkMans rimraf@2.2.8
72015 silly gentlyRm /Users/Yann/Projects/angular-gettext/node_modules/grunt/node_modules/.bin/rimraf is being purged
72016 verbose gentlyRm don't care about contents; nuking /Users/Yann/Projects/angular-gettext/node_modules/grunt/node_modules/.bin/rimraf
72017 silly build has-ansi@2.0.0
72018 info linkStuff has-ansi@2.0.0
72019 silly linkStuff has-ansi@2.0.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72020 verbose linkBins has-ansi@2.0.0
72021 verbose linkMans has-ansi@2.0.0
72022 silly build isarray@0.0.1
72023 info linkStuff isarray@0.0.1
72024 silly linkStuff isarray@0.0.1 has /Users/Yann/Projects/angular-gettext/node_modules/has-binary/node_modules as its parent node_modules
72025 verbose linkBins isarray@0.0.1
72026 verbose linkMans isarray@0.0.1
72027 silly build has-binary@0.1.7
72028 info linkStuff has-binary@0.1.7
72029 silly linkStuff has-binary@0.1.7 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72030 verbose linkBins has-binary@0.1.7
72031 verbose linkMans has-binary@0.1.7
72032 silly build has-color@0.1.7
72033 info linkStuff has-color@0.1.7
72034 silly linkStuff has-color@0.1.7 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72035 verbose linkBins has-color@0.1.7
72036 verbose linkMans has-color@0.1.7
72037 silly build has-cors@1.1.0
72038 info linkStuff has-cors@1.1.0
72039 silly linkStuff has-cors@1.1.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72040 verbose linkBins has-cors@1.1.0
72041 verbose linkMans has-cors@1.1.0
72042 silly build he@0.5.0
72043 info linkStuff he@0.5.0
72044 silly linkStuff he@0.5.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72045 verbose linkBins he@0.5.0
72046 verbose link bins [ { he: 'bin/he' },
72046 verbose link bins   '/Users/Yann/Projects/angular-gettext/node_modules/.bin',
72046 verbose link bins   false ]
72047 verbose linkMans he@0.5.0
72048 silly gentlyRm /Users/Yann/Projects/angular-gettext/node_modules/.bin/he is being purged
72049 verbose gentlyRm don't care about contents; nuking /Users/Yann/Projects/angular-gettext/node_modules/.bin/he
72050 silly build hoek@0.7.6
72051 info linkStuff hoek@0.7.6
72052 silly linkStuff hoek@0.7.6 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72053 verbose linkBins hoek@0.7.6
72054 verbose linkMans hoek@0.7.6
72055 silly build boom@0.3.8
72056 info linkStuff boom@0.3.8
72057 silly linkStuff boom@0.3.8 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72058 verbose linkBins boom@0.3.8
72059 verbose linkMans boom@0.3.8
72060 silly build cryptiles@0.1.3
72061 info linkStuff cryptiles@0.1.3
72062 silly linkStuff cryptiles@0.1.3 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72063 verbose linkBins cryptiles@0.1.3
72064 verbose linkMans cryptiles@0.1.3
72065 silly build hooker@0.2.3
72066 info linkStuff hooker@0.2.3
72067 silly linkStuff hooker@0.2.3 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72068 verbose linkBins hooker@0.2.3
72069 verbose linkMans hooker@0.2.3
72070 silly build hosted-git-info@2.1.5
72071 info linkStuff hosted-git-info@2.1.5
72072 silly linkStuff hosted-git-info@2.1.5 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72073 verbose linkBins hosted-git-info@2.1.5
72074 verbose linkMans hosted-git-info@2.1.5
72075 silly build inherits@2.0.1
72076 info linkStuff inherits@2.0.1
72077 silly linkStuff inherits@2.0.1 has /Users/Yann/Projects/angular-gettext/node_modules/http-errors/node_modules as its parent node_modules
72078 verbose linkBins inherits@2.0.1
72079 verbose linkMans inherits@2.0.1
72080 silly build http2@3.3.6
72081 info linkStuff http2@3.3.6
72082 silly linkStuff http2@3.3.6 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72083 verbose linkBins http2@3.3.6
72084 verbose linkMans http2@3.3.6
72085 silly build i@0.3.5
72086 info linkStuff i@0.3.5
72087 silly linkStuff i@0.3.5 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72088 verbose linkBins i@0.3.5
72089 verbose linkMans i@0.3.5
72090 silly build iconv-lite@0.4.13
72091 info linkStuff iconv-lite@0.4.13
72092 silly linkStuff iconv-lite@0.4.13 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72093 verbose linkBins iconv-lite@0.4.13
72094 verbose linkMans iconv-lite@0.4.13
72095 silly build indexof@0.0.1
72096 info linkStuff indexof@0.0.1
72097 silly linkStuff indexof@0.0.1 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72098 verbose linkBins indexof@0.0.1
72099 verbose linkMans indexof@0.0.1
72100 silly build inherit@2.2.6
72101 info linkStuff inherit@2.2.6
72102 silly linkStuff inherit@2.2.6 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72103 verbose linkBins inherit@2.2.6
72104 verbose linkMans inherit@2.2.6
72105 silly build inherits@2.0.3
72106 info linkStuff inherits@2.0.3
72107 silly linkStuff inherits@2.0.3 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72108 verbose linkBins inherits@2.0.3
72109 verbose linkMans inherits@2.0.3
72110 silly build is-arrayish@0.2.1
72111 info linkStuff is-arrayish@0.2.1
72112 silly linkStuff is-arrayish@0.2.1 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
72113 verbose linkBins is-arrayish@0.2.1
72114 verbose linkMans is-arrayish@0.2.1
72115 silly build error-ex@1.3.0
72116 info linkStuff error-ex@1.3.0
72117 silly linkStuff error-ex@1.3.0 has /Users/Yann/Projects/angular-gettext/node_modules as its parent node_modules
